id,addr,place,class,type,call,lat,lng
214,서울특별시 종로구 종로3가 45-4,종로4가 종묘 버스정류장(01-017) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
215,서울특별시 종로구 종로3가 45-4,종로4가 종묘 버스정류장(01-017) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
216,서울특별시 종로구 종로4가 183,종로5가 광장시장 버스정류장(01-019) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
217,서울특별시 종로구 종로4가 183,종로5가 광장시장 버스정류장(01-019) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
218,서울특별시 종로구 종로129,종로3가 버스정류소(01-016) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
219,서울특별시 종로구 종로129,종로3가 버스정류소(01-016) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
220,서울특별시 종로구 돈화문로 63-1,상가지역 상가지역,가로쓰레기통,일반쓰레기,,,
221,서울특별시 종로구 돈화문로 63-1,상가지역 상가지역,가로쓰레기통,재활용쓰레기,,,
222,서울특별시 종로구 율곡로 88,창덕궁(01296) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
223,서울특별시 종로구 율곡로 88,창덕궁(01296) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
224,서울특별시 종로구 연건동 28-2,창경궁/서울대병원 버스정류장(01-002) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
225,서울특별시 종로구 연건동 28-2,창경궁/서울대병원 버스정류장(01-002) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
226,서울특별시 종로구 연건동 28-2,창경궁/서울대병원 버스정류장(01-002) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
227,서울특별시 종로구 연건동 28-2,창경궁/서울대병원 버스정류장(01-002) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
228,서울특별시 종로구 대학로 8길 1,마로니에공원 버스정류장(01-220) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
229,서울특별시 종로구 대학로 8길 1,마로니에공원 버스정류장(01-220) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
230,서울특별시 종로구 대학로 8길 1,마로니에공원 버스정류장(01-220) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
231,서울특별시 종로구 대학로 8길 1,마로니에공원 버스정류장(01-220) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
232,서울특별시 종로구 종로 200,종로5가 광장시장 버스정류장(01-020) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
233,서울특별시 종로구 종로 200,종로5가 광장시장 버스정류장(01-020) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
234,서울특별시 종로구 종로 200,종로5가 광장시장 버스정류장(01-020) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
235,서울특별시 종로구 종로 200,종로5가 광장시장 버스정류장(01-020) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
236,서울특별시 종로구 창경궁로 235,명륜3가 성대입구 버스정류장(01-003) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
237,서울특별시 종로구 창경궁로 235,명륜3가 성대입구 버스정류장(01-003) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
238,서울특별시 종로구 창경궁로 235,명륜3가 성대입구 버스정류장(01-003) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
239,서울특별시 종로구 창경궁로 235,명륜3가 성대입구 버스정류장(01-003) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
240,서울특별시 종로구 창경궁로 269,혜화로터리 버스정류장(01-005) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
241,서울특별시 종로구 창경궁로 269,혜화로터리 버스정류장(01-005) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
242,서울특별시 종로구 창경궁로 269,혜화로터리 버스정류장(01-005) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
243,서울특별시 종로구 창경궁로 269,혜화로터리 버스정류장(01-005) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
244,서울특별시 종로구 대학로 145,아이브로우바 앞  정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
245,서울특별시 종로구 대학로 145,아이브로우바 앞  정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
246,서울특별시 종로구 대학로 145,아이브로우바 앞  정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
247,서울특별시 종로구 대학로 145,아이브로우바 앞  정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
248,서울특별시 종로구 대학로 75,방송통신대 버스정류장(01-219) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
249,서울특별시 종로구 대학로 75,방송통신대 버스정류장(01-219) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
250,서울특별시 종로구 대학로 75,방송통신대 버스정류장(01-219) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
251,서울특별시 종로구 대학로 75,방송통신대 버스정류장(01-219) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
252,서울특별시 종로구 종로4가 32-8,종로4가 버스정류소(01-018) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
253,서울특별시 종로구 종로4가 32-8,종로4가 버스정류소(01-018) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
254,서울특별시 종로구 종로5가 82-1,종로6가 버스정류소(01-021) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
255,서울특별시 종로구 종로5가 82-1,종로6가 버스정류소(01-021) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
256,서울특별시 종로구 종로5가 82-1,종로6가 버스정류소(01-021) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
257,서울특별시 종로구 종로5가 82-1,종로6가 버스정류소(01-021) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
258,서울특별시 종로구 창신동 204-14,동대문(흥인지문)I3(01-037) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
259,서울특별시 종로구 창신동 204-14,동대문(흥인지문)I3(01-037) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
260,서울특별시 종로구 종로5가 11-2,종로5가I6(이동형)(01-120) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
261,서울특별시 종로구 종로5가 11-2,종로5가I6(이동형)(01-121) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
262,서울특별시 종로구 종로6가(종로41길),종로6가I6(이동형)(01-022) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
263,서울특별시 종로구 종로6가(종로42길),종로6가I6(이동형)(01-022) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
264,서울특별시 종로구 대학로 65,방송통신대/이화장(01-022) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
265,서울특별시 종로구 대학로 65,방송통신대/이화장(01-022) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
266,서울특별시 종로구 대학로 91,종로소방소 연건 앞 상가지역,가로쓰레기통,일반쓰레기,,,
267,서울특별시 종로구 대학로 91,종로소방소 연건 앞 상가지역,가로쓰레기통,재활용쓰레기,,,
268,서울특별시 종로구 삼일대로 393-1,종로2가 사거리(01001) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
269,서울특별시 종로구 삼일대로 393-1,종로2가 사거리(01001) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
270,서울특별시 종로구 자하문로 11,경복궁역(01115) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
271,서울특별시 종로구 자하문로 11,경복궁역(01115) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
272,서울특별시 중구 서소문로 120,서소문 버스정류장 02-133 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
273,서울특별시 중구 서소문로 120,서소문 버스정류장 02-133 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
274,서울특별시 중구 서소문로 129,시청역 11번출구  지하철역 입구,가로쓰레기통,일반쓰레기,,,
275,서울특별시 중구 서소문로 129,시청역 11번출구  지하철역 입구,가로쓰레기통,재활용쓰레기,,,
276,서울특별시 중구 새문안로 30,정동사거리 삼성병원 맞은편 충정로1가(51-5) 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
277,서울특별시 중구 새문안로 30,정동사거리 삼성병원 맞은편 충정로1가(51-5) 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
278,서울특별시 중구 청파로 463,한국경제신문사.서소문역사공원(02-108) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
279,서울특별시 중구 청파로 463,한국경제신문사.서소문역사공원(02-108) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
280,서울특별시 중구 남대문로 36,남대문시장 버스정류장 02-126 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
281,서울특별시 중구 남대문로 36,남대문시장 버스정류장 02-126 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
282,서울특별시 중구 퇴계로 52,티마크 호텔 앞 버스정류장 02-146 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
283,서울특별시 중구 퇴계로 52,티마크 호텔 앞 버스정류장 02-146 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
284,서울특별시 중구 세종대로5길 18,보원빌딩 앞 소공원 광장/공원,가로쓰레기통,일반쓰레기,,,
285,서울특별시 중구 세종대로5길 18,보원빌딩 앞 소공원 광장/공원,가로쓰레기통,재활용쓰레기,,,
286,서울특별시 중구 세종대로5길 18,보원빌딩 앞 소공원 광장/공원,가로쓰레기통,재활용쓰레기,,,
287,서울특별시 중구 세종대로5길 18,보원빌딩 앞 소공원 광장/공원,가로쓰레기통,재활용쓰레기,,,
288,서울특별시 중구 만리재로 177,손기정 체육공원 입구 버스정류장(02-102) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
289,서울특별시 중구 만리재로 177,손기정 체육공원 입구 버스정류장(02-102) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
290,서울특별시 중구 서소문로 34,종근당 충정로역 버스정류장(02-107) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
291,서울특별시 중구 서소문로 34,종근당 충정로역 버스정류장(02-107) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
292,서울특별시 중구 남대문로 26,남대문시장/이회영활동터 버스정류장(02-219) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
293,서울특별시 중구 남대문로 26,남대문시장/이회영활동터 버스정류장(02-219) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
294,서울특별시 중구 퇴계로 120,명동역 4번 출귀 뒤(버스정류장 02-149) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
295,서울특별시 중구 퇴계로 120,명동역 4번 출귀 뒤(버스정류장 02-149) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
296,서울특별시 중구 퇴계로 183,한옥마을 버스정류장 명동방면 (02-151) 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
297,서울특별시 중구 퇴계로 183,한옥마을 버스정류장 명동방면 (02-151) 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
298,서울특별시 중구 퇴계로 180,GS25중구퇴계점 앞  도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
299,서울특별시 중구 퇴계로 180,GS25중구퇴계점 앞  도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
300,서울특별시 중구 퇴계로 115,명동역 6번출구 앞 지하철역 입구,가로쓰레기통,일반쓰레기,,,
301,서울특별시 중구 퇴계로 115,명동역 6번출구 앞 지하철역 입구,가로쓰레기통,일반쓰레기,,,
302,서울특별시 중구 퇴계로 115,명동역 6번출구 앞 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
303,서울특별시 중구 퇴계로 115,명동역 6번출구 앞 지하철역 입구,가로쓰레기통,재활용쓰레기,,,
304,서울특별시 중구 삼일대로 330,평화방송앞 버스환승센터 02-002 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
305,서울특별시 중구 삼일대로 330,평화방송앞 버스환승센터 02-002 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
306,서울특별시 중구 삼일대로 330,평화방송앞 버스환승센터 02-002 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
307,서울특별시 중구 삼일대로 343,남대문세무서 앞 환승센터 02-001 정류소(버스/택시 등),가로쓰레기통,일반쓰레기,,,
308,서울특별시 중구 삼일대로 343,남대문세무서 앞 환승센터 02-001 정류소(버스/택시 등),가로쓰레기통,재활용쓰레기,,,
309,서울특별시 중구 을지로 60,명동 하나금융그룹 앞 도로변(횡단보도 포함),가로쓰레기통,일반쓰레기,,,
310,서울특별시 중구 을지로 60,명동 하나금융그룹 앞 도로변(횡단보도 포함),가로쓰레기통,재활용쓰레기,,,
311,서울특별시 중구 남대문로 68-14,명동입구 관광경찰초소 뒤 상가지역,가로쓰레기통,일반쓰레기,,,
